temp(c),pressure(mb),humidity(),cloud cover(),wind speed(mph),wind dir.,precip.(mm)
34,998,57,47,9,6,0.7
32,999,66,49,6,6,2.5
30,1000,79,45,4,5,4.3
31,1001,73,30,7,4,0.1
38,1000,47,46,8,5,0.3
39,999,46,59,9,6,0.7
34,1000,59,29,6,6,0.2
32,1001,65,33,7,6,0.4
30,1001,73,40,9,5,0.2
32,1002,70,32,9,5,0.1
32,997,63,62,14,6,0.1
32,996,64,59,13,6,0.2
32,997,63,42,13,6,0.3
36,997,52,46,15,6,0.7
39,997,44,49,14,5,3.6
37,995,50,58,13,4,12.53
34,995,60,29,15,4,2.3
32,997,68,42,12,5,0.1
30,996,77,48,11,5,1.3
31,997,74,58,10,4,2.4
35,997,60,64,10,4,0
37,996,51,73,11,4,1.8
37,994,54,69,13,4,12.53
33,994,68,58,13,5,12.53
31,996,75,46,9,6,6.8
30,995,82,63,9,5,5
29,994,89,100,6,4,5.7
29,995,87,100,9,4,3.2
31,995,80,91,10,5,3.2
32,994,76,79,9,6,6.4
33,993,76,86,10,6,12.53
32,994,84,76,12,5,12.53
30,995,85,75,15,5,6
29,995,86,81,16,6,3.3
27,993,89,100,13,7,5.5
28,994,87,100,14,7,12.53
30,995,80,100,13,7,3.2
32,994,72,87,13,6,12.53
33,993,70,51,15,6,12.53
32,994,76,41,13,5,2.6
29,996,83,46,13,5,0.2
28,996,86,46,14,5,0.1
33,995,69,90,16,5,0.2
36,994,59,77,18,5,1.9
34,993,64,58,19,5,3.5
32,994,72,54,18,5,0.3
30,996,80,62,16,6,0.1
29,997,82,36,11,6,0.2
28,996,84,42,10,5,0.6
30,996,79,45,12,5,0.7
34,997,62,52,13,6,0.5
37,996,48,46,14,6,0.1
38,994,47,44,13,6,0.6
34,994,63,37,13,5,2.8
31,996,75,25,11,6,3.3
30,997,77,28,9,6,0.1
30,996,79,39,10,5,0.1
31,996,75,37,9,6,0.2
35,997,62,32,8,6,0.6
37,995,54,48,7,6,0.7
38,994,47,75,10,5,0.1
31,996,73,35,10,6,0.1
30,995,76,40,7,5,0.1
31,996,72,37,9,5,0.1
35,997,56,28,13,5,0.3
38,995,45,33,16,5,0.2
39,993,44,49,15,5,0.2
36,994,54,49,14,5,1.5
33,996,71,51,14,5,2.8
31,996,73,56,12,5,0.3
35,995,59,68,13,5,0.4
37,995,49,72,14,6,1.1
37,993,50,36,14,5,0.8
34,994,59,36,15,5,0.2
31,996,70,31,15,5,0.1
30,996,74,30,14,5,0.1
29,996,76,41,12,5,0.6
30,996,75,51,12,5,1
33,997,64,54,13,5,0.6
36,997,52,59,16,5,0.4
36,995,52,57,18,5,0.4
34,995,59,56,17,5,0.6
31,997,70,42,16,5,0.3
31,998,72,69,12,5,0.1
35,999,56,34,15,5,0.9
36,998,50,42,17,5,3.1
35,996,55,40,17,5,3.2
34,996,60,50,14,6,0.2
31,998,71,43,12,5,0.7
30,998,73,42,11,6,1.1
32,998,69,38,8,6,0.1
36,999,53,49,10,6,0.2
37,998,47,53,10,6,0.8
37,996,47,60,10,6,1.6
36,996,54,28,9,5,0.1
32,997,66,39,9,5,0.5
32,997,69,41,7,5,0.8
33,997,66,44,5,4,0.1
37,998,53,37,6,4,0.3
39,997,44,44,7,5,1.8
39,995,45,54,8,5,4.1
37,995,52,50,8,5,1.1
33,997,62,46,8,5,0.2
32,997,68,55,7,8,0.7
32,997,72,70,2,10,1.5
33,998,71,49,4,4,3.4
36,999,61,61,4,9,4.4
36,998,56,62,2,8,0.6
38,996,53,35,6,5,1.1
35,997,64,48,8,6,4
31,998,77,64,9,6,6.6
30,998,82,56,7,9,5.6
30,998,83,44,3,11,1.2
31,998,81,50,6,4,0.5
33,999,71,55,11,6,0.4
35,999,61,60,12,7,1.9
35,998,63,63,9,7,5.4
33,999,72,66,8,9,5
30,1001,82,85,8,11,3.8
28,1001,84,79,11,11,4.7
27,1000,87,100,9,11,2.1
27,1002,91,100,9,11,12.53
29,1003,89,97,11,12,12.53
31,1003,80,76,8,12,5.4
33,1002,72,48,4,12,1.8
32,1002,78,46,4,8,2.4
29,1003,85,58,5,9,2.9
28,1002,86,81,6,11,4.5
27,1001,89,89,9,12,0
28,1001,85,85,9,12,0.1
31,1002,73,66,11,12,0.4
32,1001,70,71,10,12,0.4
33,1000,75,47,6,12,0.2
32,999,78,40,4,12,0.1
30,1000,81,39,6,10,0
28,1000,84,53,8,11,0.1
27,1000,87,52,9,12,0.1
28,1000,82,53,10,12,0
32,1000,70,49,12,12,0.3
34,999,65,30,10,13,0.5
34,997,66,31,8,13,0.1
34,997,68,39,7,12,0.9
30,999,78,38,7,12,2.8
30,999,80,33,6,11,2
29,999,83,46,6,11,0.1
31,999,77,44,7,12,0.2
35,1000,62,51,9,13,0.4
36,999,56,83,9,13,1.4
36,997,59,64,8,14,2.3
34,997,67,44,5,14,0.6
32,999,76,42,4,12,0.7
31,999,77,48,4,11,0.6
31,999,81,44,2,10,0.8
31,1000,80,47,3,3,1.4
35,1001,68,42,2,8,0.6
38,1000,55,28,3,14,0.4
39,999,49,38,3,12,0.2
37,999,58,64,5,5,0.3
33,1000,72,68,9,6,0.6
31,1000,78,45,7,7,0.2
31,1000,81,27,4,7,0.1
32,1000,75,29,3,8,0.1
36,1001,59,44,3,10,0.8
38,1000,51,50,3,10,2.6
37,999,56,40,6,3,4.1
34,1000,69,43,7,4,4.2
31,1001,81,38,6,5,3.3
30,1001,82,42,5,7,0.5
30,1001,80,35,5,8,0
31,1002,75,42,6,9,0.1
35,1003,59,52,6,10,0.2
37,1002,51,59,4,8,1.4
38,1000,52,42,4,6,2.8
36,1000,61,48,7,5,1.8
33,1001,74,35,9,6,0.7
30,1002,77,37,7,8,1.6
29,1002,81,44,6,10,3.2
30,1002,77,50,6,10,0.2
35,1003,63,59,6,12,0.3
37,1002,57,63,4,9,0.6
36,1000,61,49,5,3,0.2
33,999,70,30,8,4,0.4
30,1001,76,34,9,5,0.9
35,1003,61,51,5,9,0.1
37,1003,51,36,4,8,0.3
36,1001,54,38,8,5,1
33,1002,66,42,11,5,0.9
30,1004,78,36,8,6,0.1
33,1005,65,43,12,6,0.1
33,1005,64,49,15,5,0.3
32,1004,70,67,15,5,0.3
32,1005,66,84,10,6,0.5
34,1004,58,90,10,7,2.2
34,1003,62,69,7,7,4.3
33,1002,68,38,3,5,3.2
31,1004,75,45,2,3,0.3
30,1004,76,58,3,3,0.5
29,1003,75,64,3,4,0.3
31,1004,73,49,4,6,0.1
35,1004,60,42,5,8,0.4
37,1003,51,63,5,11,2.4
37,1001,51,40,4,13,3.4
36,1000,56,30,4,9,0
32,1001,68,24,4,2,0.2
30,1002,78,42,4,5,0.6
28,1003,85,83,4,5,0.4
28,1003,81,100,7,4,0.4
32,1004,68,93,9,4,0.8
36,1003,55,72,6,4,0.6
37,1001,55,50,7,3,0.8
34,1000,64,40,7,4,0.4
31,1001,73,38,6,4,0
30,1002,78,21,6,5,0.1
29,1001,82,32,6,5,0
30,1002,78,40,7,5,0.1
34,1002,62,37,8,6,0.2
36,1002,52,37,7,6,1.4
36,1000,55,41,8,5,2.8
35,1000,62,33,6,5,0.4
31,1001,72,22,6,5,1
31,1001,75,25,5,5,2.1
30,1001,75,32,5,4,0.1
31,1001,71,31,5,4,0
36,1001,55,24,5,5,0.1
38,1000,46,36,6,5,1.2
38,998,48,43,5,5,3
36,998,56,30,6,4,1.9
33,999,69,37,6,6,1.7
29,998,78,30,10,6,3.9
29,996,78,50,6,5,1.6
30,997,75,62,10,5,0.2
34,998,61,78,16,5,0.2
35,997,55,62,19,5,0.4
34,995,58,37,17,5,0.4
29,998,83,56,4,11,12.53
29,998,85,56,2,12,0.3
31,999,81,48,2,8,0.3
34,1000,67,58,4,6,2.8
35,998,63,82,6,6,6.2
33,997,73,88,4,8,4
31,999,84,65,3,7,2.4
29,1000,86,48,3,8,0.1
36,999,51,46,18,5,0.1
36,997,52,43,18,5,0.1
33,997,62,47,17,5,0.1
33,1000,65,86,18,6,0.3
35,999,57,89,19,6,1.9
34,997,62,63,18,6,3
32,998,71,50,16,6,2.5
29,1001,80,76,11,7,6.1
32,1001,70,93,7,8,0.8
34,1001,62,72,7,8,2.3
35,999,61,57,6,7,1.8
34,999,65,65,6,8,0.1
31,1000,74,68,5,9,2.5
29,1000,81,93,5,11,5
29,999,85,65,5,14,0.6
30,1000,80,31,6,14,1
35,1000,63,35,5,15,0.3
37,999,52,58,3,12,0.4
37,996,51,44,4,5,0.5
36,996,57,34,5,5,0.1
32,998,69,35,9,6,2.1
30,999,77,39,9,10,5.4
30,998,79,62,3,12,6.1
30,1000,78,10,6,5,12.53
33,1001,67,42,10,5,2.4
35,999,57,38,11,6,0.3
29,1000,79,51,8,4,1.6
26,1000,85,50,7,2,3.1
26,1000,82,57,9,3,0.2
28,1002,75,74,14,4,0.8
30,1001,82,79,14,3,2.2
31,1000,82,86,11,4,1.7
31,999,79,70,9,4,0.2
28,1000,86,66,8,4,0.1
27,1000,88,52,10,3,1.8
27,999,90,58,11,3,3.8
28,1000,86,69,12,4,0.6
32,1001,74,79,15,5,0.4
34,999,66,71,14,5,2.9
34,997,68,41,11,5,4.7
32,997,77,31,8,5,1.9
29,998,84,20,9,5,1
36,998,57,62,16,6,0.2
36,996,57,28,13,6,1.4
34,996,70,31,9,7,2.7
31,998,80,32,9,7,1.5
31,995,77,21,3,8,3.9
31,994,75,39,4,7,0.1
32,995,71,48,4,6,0
36,996,58,28,7,5,1.4
36,995,56,37,10,5,6.3
35,993,62,39,9,6,12.53
33,994,71,54,6,6,0.5
31,996,78,47,4,6,1
30,995,80,37,6,5,1.9
30,994,79,14,6,4,0.1
31,995,77,20,9,5,2.2
34,996,65,37,14,5,6.7
36,996,59,58,15,5,5.7
34,994,64,65,15,5,2.1
31,995,75,93,9,5,1.6
29,996,80,79,9,5,0
27,995,82,50,11,4,0.2
27,995,86,83,17,4,5.7
28,996,89,100,23,4,12.53
29,996,86,100,24,5,4.2
29,995,86,100,21,5,2.6
28,995,88,84,18,6,0.6
28,997,90,51,15,6,0.5
30,999,79,45,4,8,1
29,1000,81,48,3,9,2
31,1000,76,28,4,14,0.2
35,1001,60,43,6,14,0.2
36,1000,50,61,8,14,0.2
37,998,49,37,7,13,0.1
29,1000,73,52,6,14,0.6
27,1000,83,82,8,11,2
26,1001,82,91,13,3,2
28,1002,74,97,19,4,0.1
31,1001,72,88,22,5,0.2
31,999,70,70,22,5,0.2
30,1000,73,45,19,6,0.1
32,1001,65,42,5,9,0.4
31,1001,72,27,3,8,0.5
32,1001,69,16,4,8,0
36,1002,56,26,5,9,0.8
38,1001,48,51,4,9,2.2
38,999,50,75,3,9,1.3
38,1000,58,62,3,7,0
35,1001,64,68,5,7,0.3
